Measurement Number, Transmitter, TX Power, Mode, RSSI
0, 0, -8, 0, -76
1, 0, -8, 0, -76
2, 0, -8, 0, -76
3, 0, -8, 0, -76
4, 0, -8, 0, -76
5, 0, -8, 0, -76
6, 0, -8, 0, -76
7, 0, -8, 0, -76
8, 0, -8, 0, -76
9, 0, -8, 0, -76
10, 0, -8, 0, -76
11, 0, -8, 0, -76
12, 0, -8, 0, -76
13, 0, -8, 0, -76
14, 0, -8, 0, -76
15, 0, -8, 0, -76
16, 0, -8, 0, -76
17, 0, -8, 0, -76
18, 0, -8, 0, -76
19, 0, -8, 0, -76
20, 1, -8, 0, NONE
21, 1, -8, 0, NONE
22, 1, -8, 0, NONE
23, 1, -8, 0, NONE
24, 1, -8, 0, NONE
25, 1, -8, 0, NONE
26, 1, -8, 0, NONE
27, 1, -8, 0, NONE
28, 1, -8, 0, NONE
29, 1, -8, 0, NONE
30, 1, -8, 0, NONE
31, 1, -8, 0, NONE
32, 1, -8, 0, NONE
33, 1, -8, 0, NONE
34, 1, -8, 0, NONE
35, 1, -8, 0, NONE
36, 1, -8, 0, NONE
37, 1, -8, 0, NONE
38, 1, -8, 0, NONE
39, 1, -8, 0, NONE
40, 0, -4, 0, -73
41, 0, -4, 0, -73
42, 0, -4, 0, -73
43, 0, -4, 0, -73
44, 0, -4, 0, -73
45, 0, -4, 0, -73
46, 0, -4, 0, -73
47, 0, -4, 0, -73
48, 0, -4, 0, -73
49, 0, -4, 0, -73
50, 0, -4, 0, -72
51, 0, -4, 0, -73
52, 0, -4, 0, -73
53, 0, -4, 0, -73
54, 0, -4, 0, -73
55, 0, -4, 0, -73
56, 0, -4, 0, -73
57, 0, -4, 0, -73
58, 0, -4, 0, -73
59, 0, -4, 0, -73
60, 1, -4, 0, NONE
61, 1, -4, 0, NONE
62, 1, -4, 0, NONE
63, 1, -4, 0, NONE
64, 1, -4, 0, NONE
65, 1, -4, 0, NONE
66, 1, -4, 0, NONE
67, 1, -4, 0, NONE
68, 1, -4, 0, NONE
69, 1, -4, 0, NONE
70, 1, -4, 0, NONE
71, 1, -4, 0, NONE
72, 1, -4, 0, NONE
73, 1, -4, 0, NONE
74, 1, -4, 0, NONE
75, 1, -4, 0, NONE
76, 1, -4, 0, NONE
77, 1, -4, 0, NONE
78, 1, -4, 0, NONE
79, 1, -4, 0, NONE
80, 0, 0, 0, -68
81, 0, 0, 0, -69
82, 0, 0, 0, -69
83, 0, 0, 0, -69
84, 0, 0, 0, -69
85, 0, 0, 0, -69
86, 0, 0, 0, -68
87, 0, 0, 0, -69
