Measurement Number, Transmitter, TX Power, Mode, RSSI
0, 0, -8, 0, -80
1, 0, -8, 0, -80
2, 0, -8, 0, -80
3, 0, -8, 0, -80
4, 0, -8, 0, -80
5, 0, -8, 0, -80
6, 0, -8, 0, -80
7, 0, -8, 0, -80
8, 0, -8, 0, -80
9, 0, -8, 0, -80
10, 0, -8, 0, -80
11, 0, -8, 0, -80
12, 0, -8, 0, -80
13, 0, -8, 0, -80
14, 0, -8, 0, -80
15, 0, -8, 0, -80
16, 0, -8, 0, -80
17, 0, -8, 0, -80
18, 0, -8, 0, -80
19, 0, -8, 0, -80
20, 1, -8, 0, -80
21, 1, -8, 0, -80
22, 1, -8, 0, -79
23, 1, -8, 0, -80
24, 1, -8, 0, -79
25, 1, -8, 0, -80
26, 1, -8, 0, -79
27, 1, -8, 0, -79
28, 1, -8, 0, -80
29, 1, -8, 0, -79
30, 1, -8, 0, -79
31, 1, -8, 0, -80
32, 1, -8, 0, -80
33, 1, -8, 0, -80
34, 1, -8, 0, -79
35, 1, -8, 0, -80
36, 1, -8, 0, -79
37, 1, -8, 0, -80
38, 1, -8, 0, -79
39, 1, -8, 0, -80
40, 0, -4, 0, -77
41, 0, -4, 0, -77
42, 0, -4, 0, -77
43, 0, -4, 0, -77
44, 0, -4, 0, -77
45, 0, -4, 0, -77
46, 0, -4, 0, -77
47, 0, -4, 0, -77
48, 0, -4, 0, -77
49, 0, -4, 0, -77
50, 0, -4, 0, -77
51, 0, -4, 0, -77
52, 0, -4, 0, -77
53, 0, -4, 0, -77
54, 0, -4, 0, -77
55, 0, -4, 0, -77
56, 0, -4, 0, -77
57, 0, -4, 0, -77
58, 0, -4, 0, -77
59, 0, -4, 0, -77
60, 1, -4, 0, -76
61, 1, -4, 0, -76
62, 1, -4, 0, -76
63, 1, -4, 0, -76
64, 1, -4, 0, -76
65, 1, -4, 0, -76
66, 1, -4, 0, -76
67, 1, -4, 0, -76
68, 1, -4, 0, -76
69, 1, -4, 0, -76
70, 1, -4, 0, -76
71, 1, -4, 0, -76
72, 1, -4, 0, -76
73, 1, -4, 0, -76
74, 1, -4, 0, -76
75, 1, -4, 0, -76
76, 1, -4, 0, -76
77, 1, -4, 0, -76
78, 1, -4, 0, -76
79, 1, -4, 0, -76
80, 0, 0, 0, -73
81, 0, 0, 0, -73
82, 0, 0, 0, -73
83, 0, 0, 0, -73
84, 0, 0, 0, -73
85, 0, 0, 0, -73
86, 0, 0, 0, -73
87, 0, 0, 0, -73
88, 0, 0, 0, -73
89, 0, 0, 0, -73
90, 0, 0, 0, -73
91, 0, 0, 0, -73
92, 0, 0, 0, -73
93, 0, 0, 0, -73
94, 0, 0, 0, -73
95, 0, 0, 0, -73
96, 0, 0, 0, -73
97, 0, 0, 0, -73
98, 0, 0, 0, -73
99, 0, 0, 0, -73
100, 1, 0, 0, -72
101, 1, 0, 0, -72
102, 1, 0, 0, -72
103, 1, 0, 0, -72
104, 1, 0, 0, -72
105, 1, 0, 0, -72
106, 1, 0, 0, -72
107, 1, 0, 0, -72
108, 1, 0, 0, -72
109, 1, 0, 0, -72
110, 1, 0, 0, -72
111, 1, 0, 0, -72
112, 1, 0, 0, -72
113, 1, 0, 0, -72
114, 1, 0, 0, -72
115, 1, 0, 0, -72
116, 1, 0, 0, -72
